Month-year,CommodityID,Production weight (in million tonnes),Labour_availability,Govt_policy_change,Demand,Cost of production,Climatic factor 1,Climatic factor 2,Maximum price per kg,Minimum support price (in Rs./Quintal)
2016-07-01,CD9,12.85,Low,Yes,Low,57582.0,1,1,3098.0,4332
2012-07-01,CD68,69.52,Abundant,No,Very-low,21732.0,0,0,2255.0,5836
2013-09-01,CD52,85.14,Moderate,Yes,Very-low,2206.0,1,1,5472.0,6521
2014-03-01,CD37,87.76,Moderate,No,Short-run,50306.0,0,0,5474.0,2488
2016-05-01,CD57,20.08,Abundant,No,Low,40214.0,1,1,3435.0,1499
2013-07-01,CD50,37.31,Abundant,No,High,75997.0,0,1,3945.0,6231
2014-03-01,CD121,58.56,Moderate,Yes,High,40630.0,1,1,143.0,2158
2013-08-01,CD110,8.06,Moderate,No,Short-run,68108.0,0,1,374.0,6360
2018-04-01,CD34,42.7,Abundant,Yes,Low,57764.0,0,0,4875.0,7999
2017-10-01,CD41,10.22,Moderate,No,Low,7364.0,1,0,1620.0,8842
2019-08-01,CD87,69.61,Low,No,High,2961.0,0,1,366.0,3807
2013-11-01,CD4,15.44,Moderate,No,Low,50651.0,1,1,5246.0,5961
2015-12-01,CD18,74.53,Low,No,Very-low,59142.0,0,1,2774.0,7437
2012-10-01,CD57,71.24,Abundant,Yes,Long-run,61406.0,0,0,3358.0,3720
2014-01-01,CD89,70.52,Low,No,Short-run,25178.0,1,0,4104.0,5740
2017-06-01,CD134,27.41,Abundant,No,Low,21093.0,0,0,2952.0,8171
2019-08-01,CD8,99.82,Low,No,Short-run,11618.0,0,0,5557.0,3959
2017-01-01,CD115,0.81,Moderate,Yes,Short-run,80293.0,0,0,1692.0,6347
2012-07-01,CD127,87.45,Moderate,Yes,Low,36767.0,1,0,1306.0,4025
2017-11-01,CD53,1.47,Moderate,No,Short-run,46274.0,0,0,2647.0,4616
2013-05-01,CD137,91.42,Moderate,Yes,Long-run,28312.0,0,0,3512.0,5880
2020-08-01,CD84,79.01,Low,Yes,Very-low,65607.0,0,0,4936.0,8055
2014-05-01,CD9,4.8,Low,Yes,Short-run,86688.0,1,1,1478.0,4336
2014-02-01,CD134,70.12,Abundant,Yes,Long-run,90188.0,1,0,516.0,2377
2019-06-01,CD2,25.5,Low,No,Short-run,72604.0,1,1,192.0,1768
2014-04-01,CD74,69.16,Abundant,No,Very-low,25547.0,1,0,78.0,4475
2012-09-01,CD129,86.96,Abundant,No,Low,43982.0,0,1,3266.0,3187
2013-08-01,CD92,40.47,Abundant,Yes,High,16696.0,1,0,4254.0,2069
2019-03-01,CD122,69.36,Low,Yes,Long-run,70133.0,0,0,3137.0,2981
2019-08-01,CD52,67.58,Abundant,Yes,High,27981.0,0,1,379.0,7535
2018-10-01,CD66,45.33,Low,No,High,16386.0,1,0,565.0,7680
2018-07-01,CD77,17.46,Low,No,Low,56182.0,0,1,2027.0,8026
2020-05-01,CD41,12.64,Low,Yes,Long-run,49759.0,1,0,5336.0,3697
2016-11-01,CD130,57.84,Low,No,Short-run,5017.0,1,0,1172.0,7760
2014-05-01,CD49,83.74,Low,No,Long-run,21070.0,1,0,1319.0,3489
2013-07-01,CD129,95.7,Moderate,No,Low,64045.0,1,0,197.0,4714
2013-02-01,CD22,77.1,Low,No,Short-run,26249.0,1,0,2546.0,2267
2017-01-01,CD66,39.21,Moderate,Yes,Long-run,3567.0,0,0,3948.0,8725
2015-06-01,CD60,67.16,Moderate,Yes,Long-run,65803.0,0,1,922.0,6398
2015-04-01,CD19,79.68,Moderate,Yes,High,55299.0,0,0,4597.0,3931
2014-04-01,CD132,77.25,Moderate,No,Long-run,70347.0,1,0,2606.0,5253
2014-07-01,CD52,49.17,Abundant,No,Long-run,54015.0,1,1,3782.0,2720
2015-09-01,CD100,16.88,Low,No,Long-run,32423.0,1,1,629.0,2275
2020-10-01,CD42,15.83,Low,Yes,Low,42495.0,0,1,500.0,6311
2019-07-01,CD110,78.44,Low,No,Short-run,19417.0,1,0,4419.0,3658
2018-09-01,CD103,38.08,Low,Yes,Low,34444.0,0,0,892.0,1885
2016-08-01,CD110,59.37,Abundant,No,Long-run,85050.0,0,1,5593.0,6251
2017-03-01,CD28,47.63,Moderate,Yes,Short-run,60536.0,0,0,5484.0,7357
2013-12-01,CD51,29.46,Abundant,Yes,Short-run,73708.0,1,1,4883.0,5515
2013-02-01,CD81,74.95,Low,No,Low,66008.0,0,0,1998.0,2360
2013-03-01,CD125,95.15,Abundant,Yes,Low,28893.0,0,0,1048.0,8781
2015-05-01,CD47,91.25,Abundant,No,Low,35620.0,0,1,509.0,5924
2017-08-01,CD100,38.85,Abundant,No,Very-low,81292.0,1,1,4221.0,8315
2018-09-01,CD39,96.47,Low,No,Very-low,89877.0,0,0,2030.0,6204
2015-08-01,CD15,83.54,Low,No,Low,23794.0,0,1,5305.0,6417
2020-06-01,CD68,18.0,Abundant,No,Low,20828.0,1,0,2924.0,8669
2018-06-01,CD93,39.94,Low,No,Short-run,42697.0,0,1,357.0,7664
2014-12-01,CD122,9.27,Abundant,No,Low,4811.0,0,1,4421.0,6017
2014-08-01,CD50,54.2,Abundant,No,Long-run,52880.0,1,1,573.0,3889
2015-11-01,CD36,5.08,Moderate,Yes,Very-low,76116.0,1,1,4210.0,6253
2016-03-01,CD25,23.17,Low,Yes,Low,6465.0,0,0,4558.0,8861
2020-12-01,CD74,16.28,Low,Yes,High,87421.0,0,1,584.0,4750
2013-03-01,CD75,57.03,Moderate,Yes,Low,32447.0,1,0,5513.0,8374
2020-03-01,CD131,88.34,Abundant,Yes,Very-low,62550.0,0,0,2848.0,3787
2012-04-01,CD27,25.54,Abundant,Yes,High,25022.0,1,1,1624.0,8555
2015-02-01,CD114,18.65,Abundant,No,Short-run,37076.0,0,0,3201.0,3102
2019-04-01,CD51,39.99,Abundant,No,Short-run,13987.0,0,0,2527.0,7551
2015-08-01,CD14,21.4,Moderate,Yes,Very-low,2755.0,0,0,2110.0,8334
2017-06-01,CD24,45.58,Abundant,Yes,Long-run,27754.0,1,0,3356.0,3412
2018-02-01,CD48,59.84,Moderate,Yes,Low,36624.0,1,0,1599.0,5429
2012-01-01,CD114,69.47,Abundant,Yes,High,58078.0,0,1,1549.0,2693
2017-06-01,CD106,49.19,Abundant,No,Long-run,87405.0,1,0,3402.0,4882
2015-04-01,CD8,90.45,Abundant,No,Very-low,11541.0,0,0,1963.0,5643
2014-09-01,CD81,1.65,Moderate,No,Low,35257.0,1,0,1836.0,4299
2013-01-01,CD33,83.99,Abundant,No,Low,37570.0,1,0,2002.0,8433
2016-05-01,CD115,10.92,Abundant,Yes,Very-low,90565.0,0,1,2341.0,6040
2020-11-01,CD112,72.83,Moderate,No,Long-run,92557.0,0,1,5505.0,3731
2018-09-01,CD140,44.98,Low,Yes,High,34388.0,1,0,1800.0,8698
2016-09-01,CD107,11.64,Moderate,Yes,Long-run,80698.0,1,0,4505.0,7662
2014-08-01,CD5,75.85,Abundant,No,Low,70263.0,0,1,1326.0,4854
2018-03-01,CD142,80.93,Abundant,Yes,Short-run,11135.0,1,1,4012.0,4395
2012-06-01,CD61,90.39,Moderate,No,Very-low,20902.0,0,1,1749.0,2207
2012-03-01,CD68,22.09,Low,Yes,Very-low,39838.0,1,1,1666.0,6590
2014-07-01,CD126,45.09,Moderate,Yes,Short-run,30100.0,1,0,384.0,1897
2014-05-01,CD139,70.08,Abundant,No,Very-low,67302.0,1,0,2557.0,3782
2012-07-01,CD109,49.26,Moderate,Yes,Short-run,58544.0,1,0,3177.0,6695
2017-10-01,CD57,2.78,Low,No,Long-run,12719.0,0,1,4056.0,6708
2015-07-01,CD51,42.68,Abundant,No,Very-low,66738.0,0,0,4116.0,8903
2012-05-01,CD5,7.44,Abundant,Yes,Very-low,62856.0,0,1,340.0,4945
2012-04-01,CD30,83.4,Abundant,No,Long-run,38216.0,0,0,67.0,5821
2014-09-01,CD62,48.34,Moderate,Yes,Very-low,19090.0,0,0,295.0,8722
2017-06-01,CD59,95.57,Abundant,Yes,Short-run,13523.0,1,1,798.0,3289
2017-07-01,CD3,44.14,Low,Yes,Low,21566.0,0,1,1493.0,5200
2016-01-01,CD139,56.84,Moderate,No,High,66188.0,0,1,445.0,2421
2016-09-01,CD49,51.46,Low,Yes,Low,829.0,0,1,4495.0,7518
2018-07-01,CD11,47.94,Low,Yes,Low,16667.0,1,0,5081.0,1703
2015-12-01,CD12,57.85,Abundant,Yes,Very-low,10782.0,0,1,1082.0,3305
2015-11-01,CD40,32.89,Moderate,Yes,Short-run,77376.0,1,0,4352.0,5722
2013-06-01,CD108,97.44,Abundant,Yes,Short-run,90287.0,0,0,3014.0,5113
2019-12-01,CD129,96.43,Abundant,Yes,Low,29762.0,1,1,1222.0,5077
2020-07-01,CD71,28.74,Abundant,No,Long-run,80636.0,1,1,2449.0,3082
2016-09-01,CD67,82.62,Low,No,High,67787.0,1,0,4408.0,3399
2013-10-01,CD36,29.02,Abundant,No,Very-low,72547.0,0,0,3986.0,4788
2016-02-01,CD102,47.37,Moderate,No,Very-low,66213.0,1,1,4903.0,6537
2018-06-01,CD70,87.41,Low,No,Short-run,81884.0,0,1,2586.0,3782
2020-01-01,CD109,68.42,Abundant,Yes,Low,28973.0,0,0,452.0,6567
2018-09-01,CD94,74.22,Moderate,Yes,Long-run,19507.0,1,1,3385.0,4873
2014-04-01,CD69,6.82,Moderate,Yes,Short-run,46558.0,1,1,3202.0,7817
2016-08-01,CD125,78.1,Low,Yes,Very-low,13605.0,0,0,1082.0,5705
2018-10-01,CD50,35.82,Low,Yes,Short-run,64298.0,1,1,4311.0,8184
2012-04-01,CD3,28.24,Low,Yes,Long-run,19394.0,1,0,2864.0,4248
2019-07-01,CD1,53.86,Abundant,Yes,Short-run,71063.0,0,0,731.0,3711
2014-01-01,CD112,82.62,Abundant,No,Short-run,58446.0,1,1,706.0,3332
2015-04-01,CD37,22.94,Moderate,Yes,High,46965.0,0,0,2900.0,5193
2013-08-01,CD98,77.2,Moderate,No,High,67848.0,0,1,5487.0,1932
2017-04-01,CD89,36.99,Moderate,Yes,Low,64588.0,0,1,3408.0,8477
2018-11-01,CD125,1.94,Low,Yes,Very-low,16073.0,1,1,2953.0,1863
2015-07-01,CD53,57.52,Moderate,Yes,Short-run,29683.0,1,1,2454.0,8466
2018-08-01,CD27,68.62,Moderate,No,Short-run,53145.0,0,0,2126.0,8977
2017-07-01,CD91,80.38,Abundant,No,Short-run,14490.0,0,0,5426.0,4753
2014-02-01,CD105,59.47,Low,Yes,Very-low,70348.0,0,1,461.0,1966
2014-05-01,CD105,43.79,Low,No,High,73039.0,0,1,3603.0,5415
2012-03-01,CD120,53.16,Low,Yes,Long-run,72311.0,1,0,57.0,3082
2016-02-01,CD30,86.59,Low,No,Very-low,40753.0,0,0,4132.0,3668
2019-09-01,CD65,25.55,Abundant,Yes,High,48043.0,0,1,3174.0,3759
2019-10-01,CD35,12.69,Low,Yes,High,56982.0,0,1,3678.0,6060
2019-07-01,CD5,80.87,Abundant,No,High,33167.0,1,1,4140.0,7564
2016-02-01,CD44,50.19,Moderate,No,High,43540.0,1,1,1867.0,4332
2013-06-01,CD101,26.53,Moderate,Yes,Short-run,81866.0,1,0,1885.0,6997
2013-05-01,CD130,12.78,Low,No,Short-run,81427.0,0,0,2257.0,5545
2014-07-01,CD52,51.1,Moderate,Yes,Very-low,15217.0,0,0,3740.0,1891
2019-09-01,CD89,89.04,Low,No,Long-run,84280.0,1,1,4244.0,6043
2014-12-01,CD60,28.75,Abundant,No,Long-run,26250.0,1,0,2703.0,8834
2019-12-01,CD5,65.12,Abundant,Yes,Low,53378.0,1,1,4238.0,7066
2018-04-01,CD80,16.95,Low,No,Low,81739.0,0,0,2536.0,3899
2013-07-01,CD42,73.38,Low,Yes,Low,60776.0,0,1,388.0,5349
2014-06-01,CD25,35.64,Low,Yes,Short-run,42269.0,0,1,3896.0,5930
2019-05-01,CD32,35.51,Moderate,No,Short-run,71370.0,0,1,2006.0,3709
2017-11-01,CD122,86.9,Abundant,Yes,Long-run,36540.0,0,0,2706.0,8632
2020-10-01,CD119,44.4,Abundant,No,High,80295.0,1,0,4127.0,6942
2015-11-01,CD74,5.84,Moderate,No,Short-run,66642.0,1,1,287.0,3069
2016-12-01,CD127,59.58,Low,No,Long-run,51573.0,1,0,5251.0,3362
2020-01-01,CD35,35.21,Abundant,Yes,Very-low,47865.0,1,0,5041.0,8434
2019-11-01,CD58,10.66,Moderate,No,Very-low,68932.0,0,1,826.0,8365
2019-07-01,CD124,46.55,Low,Yes,Short-run,65588.0,0,0,949.0,8617
2012-07-01,CD82,95.97,Low,Yes,Short-run,45387.0,1,1,2805.0,2963
2013-08-01,CD37,67.33,Moderate,No,Long-run,40646.0,0,0,2377.0,7011
2018-01-01,CD138,13.13,Moderate,Yes,Low,39845.0,1,1,1871.0,4437
2017-02-01,CD49,18.7,Moderate,No,Low,81875.0,0,0,3610.0,8149
2012-12-01,CD139,81.86,Low,Yes,Short-run,55839.0,0,0,4950.0,5560
2014-10-01,CD100,69.12,Low,Yes,Low,84585.0,0,0,814.0,7346
2018-02-01,CD138,38.76,Moderate,Yes,Long-run,1803.0,1,1,3448.0,1428
2019-03-01,CD41,66.95,Low,No,Long-run,45126.0,0,1,5296.0,3939
2020-04-01,CD77,45.7,Moderate,No,Short-run,70899.0,0,1,3982.0,7714
2016-09-01,CD94,99.24,Low,Yes,High,63203.0,1,1,5109.0,8405
2017-02-01,CD49,14.92,Moderate,No,Long-run,55485.0,0,1,4477.0,1359
2013-12-01,CD111,66.21,Low,No,High,31585.0,0,0,3065.0,3125
2014-05-01,CD114,16.79,Abundant,Yes,Short-run,23791.0,1,0,798.0,8200
2016-04-01,CD31,20.57,Low,No,High,61813.0,1,1,513.0,4162
2020-04-01,CD120,79.41,Abundant,No,High,30121.0,0,0,3995.0,6467
2017-06-01,CD63,33.72,Moderate,No,Low,88135.0,1,0,4976.0,6223
2016-08-01,CD126,75.26,Abundant,No,Short-run,64784.0,0,1,3758.0,2720
2013-12-01,CD77,13.19,Low,No,Long-run,1756.0,0,1,2206.0,7283
2012-10-01,CD45,84.63,Abundant,No,Very-low,55573.0,0,0,1327.0,7931
2014-03-01,CD6,5.52,Abundant,Yes,Low,67743.0,0,1,1685.0,7912
2020-11-01,CD9,88.4,Low,Yes,High,74312.0,1,1,4793.0,8529
2018-12-01,CD139,7.71,Low,Yes,Long-run,28236.0,0,1,4675.0,8480
2018-05-01,CD130,47.34,Low,Yes,Short-run,67894.0,0,1,3001.0,7226
2018-06-01,CD128,11.27,Low,No,Long-run,78272.0,0,1,747.0,2940
2018-04-01,CD31,54.03,Low,Yes,High,78623.0,1,0,3803.0,6268
2018-12-01,CD79,34.81,Low,No,Long-run,82565.0,0,0,3210.0,5563
2012-01-01,CD84,48.38,Moderate,No,Low,92719.0,1,1,3780.0,7678
2016-08-01,CD14,60.55,Moderate,Yes,Short-run,43287.0,1,1,3087.0,5903
2014-09-01,CD13,99.16,Abundant,No,Low,70746.0,0,1,2961.0,5570
2018-07-01,CD104,12.65,Moderate,Yes,Short-run,55822.0,1,0,1531.0,1624
2017-10-01,CD132,14.82,Moderate,No,Low,23122.0,1,1,5295.0,2579
2020-03-01,CD116,56.04,Abundant,Yes,Very-low,18531.0,0,1,2597.0,5860
2017-09-01,CD134,14.56,Moderate,No,Very-low,21020.0,0,1,2967.0,3478
2014-09-01,CD130,89.47,Moderate,Yes,Very-low,54145.0,0,1,2558.0,8574
2015-11-01,CD137,41.71,Moderate,Yes,Long-run,82804.0,0,0,4392.0,8654
2012-11-01,CD34,33.2,Abundant,No,Very-low,83152.0,1,1,3197.0,2442
2014-05-01,CD22,86.41,Abundant,No,Very-low,86725.0,0,1,663.0,7962
2019-09-01,CD77,32.39,Abundant,No,Long-run,3397.0,0,0,1905.0,7594
2015-02-01,CD70,43.2,Low,Yes,High,40826.0,1,0,575.0,6258
2012-06-01,CD48,42.85,Moderate,No,Low,54788.0,0,0,467.0,5036
2012-01-01,CD20,36.42,Moderate,No,Long-run,84335.0,0,0,4614.0,3469
2018-01-01,CD99,12.75,Abundant,Yes,Short-run,80019.0,1,0,4765.0,2231
2016-11-01,CD9,56.19,Abundant,No,Short-run,86639.0,1,0,1303.0,5775
2019-02-01,CD105,12.99,Abundant,Yes,High,45911.0,0,0,2151.0,5991
2015-04-01,CD71,51.61,Moderate,Yes,Short-run,44686.0,1,1,1368.0,3028
2012-09-01,CD128,97.33,Moderate,No,Long-run,8603.0,0,1,186.0,3872
2018-01-01,CD60,43.22,Abundant,No,Very-low,29049.0,0,1,1911.0,7287
2018-04-01,CD6,93.19,Moderate,Yes,Low,20920.0,0,1,4228.0,4358
2020-03-01,CD134,25.5,Abundant,Yes,Long-run,57821.0,0,1,3925.0,4741
2012-08-01,CD106,31.85,Low,No,Short-run,50507.0,1,0,190.0,5050
2014-04-01,CD53,38.81,Moderate,No,Low,74355.0,1,1,1047.0,1908
2015-11-01,CD92,95.67,Moderate,No,Low,1625.0,0,0,454.0,1457
2014-05-01,CD87,55.67,Low,Yes,High,39279.0,1,0,5517.0,5996
2018-10-01,CD21,32.67,Low,Yes,Low,87166.0,0,1,1818.0,4049
2016-03-01,CD96,22.1,Moderate,No,High,2805.0,0,1,1103.0,4071
2015-11-01,CD50,27.77,Abundant,No,Low,23194.0,1,1,1926.0,7542
2020-04-01,CD106,97.15,Low,No,High,82880.0,0,1,5258.0,4391
2012-03-01,CD59,1.98,Abundant,Yes,Short-run,52526.0,1,0,3006.0,6873
2019-07-01,CD103,98.17,Low,Yes,Low,88051.0,0,1,3548.0,2393
2013-04-01,CD46,67.26,Abundant,No,High,56471.0,0,1,4557.0,8183
2014-03-01,CD112,36.96,Moderate,Yes,Very-low,79896.0,1,0,3316.0,4053
2016-08-01,CD43,62.16,Low,No,Very-low,12382.0,1,0,5572.0,4317
2013-10-01,CD40,48.14,Moderate,Yes,Short-run,18880.0,1,0,3433.0,4692
2017-02-01,CD31,5.95,Abundant,No,Low,30809.0,0,0,4460.0,6192
2013-03-01,CD74,15.91,Low,Yes,Very-low,75445.0,0,1,5137.0,2128
2012-01-01,CD91,30.87,Moderate,No,Low,92711.0,1,1,4041.0,1818
2018-03-01,CD101,63.23,Low,No,High,80414.0,0,0,3484.0,5789
2015-12-01,CD19,80.19,Moderate,Yes,Short-run,30580.0,0,0,2682.0,7223
2020-03-01,CD134,61.25,Moderate,Yes,Low,17518.0,1,1,3008.0,7351
2014-08-01,CD81,4.03,Abundant,Yes,Long-run,21749.0,0,1,4671.0,4631
2017-05-01,CD127,31.88,Abundant,No,Low,58664.0,0,0,3360.0,3922
2019-08-01,CD64,35.2,Abundant,Yes,Short-run,42058.0,0,1,1091.0,8210
2014-06-01,CD53,49.2,Abundant,Yes,High,28734.0,1,1,3110.0,8850
2015-08-01,CD85,54.21,Low,No,Low,32296.0,0,0,2282.0,4655
2012-04-01,CD27,39.0,Moderate,No,Low,38975.0,1,0,5088.0,5088
2016-04-01,CD30,88.05,Moderate,Yes,Long-run,88542.0,0,0,4732.0,3289
2020-10-01,CD87,29.77,Low,No,High,73701.0,1,1,2804.0,4363
2020-11-01,CD59,6.98,Moderate,Yes,Low,54398.0,1,1,1730.0,1632
2015-10-01,CD44,83.02,Low,Yes,Long-run,51346.0,1,0,1071.0,4763
2018-04-01,CD105,64.09,Moderate,Yes,Low,2253.0,1,1,4703.0,4039
2015-01-01,CD39,15.47,Abundant,Yes,Very-low,24251.0,1,1,5397.0,3500
2013-12-01,CD5,65.9,Abundant,No,Long-run,42864.0,1,1,3595.0,3090
2017-12-01,CD87,14.92,Abundant,Yes,Very-low,27147.0,0,1,1105.0,7759
2016-12-01,CD108,94.83,Low,Yes,Long-run,57328.0,1,1,67.0,6078
2017-07-01,CD31,18.43,Low,No,Very-low,59973.0,0,1,1377.0,6676
2014-01-01,CD4,29.48,Abundant,No,Long-run,11642.0,0,0,4936.0,3853
2013-01-01,CD12,25.2,Abundant,Yes,Short-run,40327.0,1,0,646.0,5093
2018-02-01,CD123,36.25,Abundant,Yes,Long-run,27004.0,1,1,3087.0,6150
2017-09-01,CD6,59.65,Moderate,No,High,74227.0,1,1,3467.0,6134
2016-06-01,CD104,69.33,Moderate,Yes,Long-run,6296.0,1,1,1765.0,5197
2017-01-01,CD108,73.22,Moderate,No,Low,81556.0,0,0,1244.0,6736
2016-11-01,CD8,7.27,Moderate,No,Long-run,38820.0,1,1,4261.0,2509
2017-02-01,CD98,72.03,Low,Yes,High,64696.0,1,1,2892.0,4325
2014-07-01,CD137,84.66,Moderate,No,Short-run,75550.0,1,1,5435.0,5080
2016-08-01,CD100,45.52,Moderate,No,High,11682.0,0,1,3635.0,5370
2018-03-01,CD133,23.68,Low,No,Very-low,85615.0,1,0,5385.0,4456
2014-05-01,CD94,74.39,Abundant,No,High,7259.0,1,1,2923.0,7216
2017-09-01,CD61,90.44,Moderate,Yes,Low,30378.0,1,0,254.0,1626
2016-02-01,CD48,8.36,Low,Yes,Very-low,65060.0,1,1,185.0,2273
2012-09-01,CD133,19.52,Abundant,Yes,High,24031.0,0,0,1844.0,7654
2016-04-01,CD51,1.48,Abundant,Yes,Very-low,40069.0,0,1,5098.0,7969
2018-01-01,CD97,23.75,Abundant,No,High,10164.0,1,0,50.0,3894
2014-09-01,CD51,67.03,Low,No,Very-low,33807.0,0,0,428.0,7622
2016-04-01,CD72,4.34,Abundant,Yes,Short-run,77562.0,0,0,162.0,6242
2017-07-01,CD36,72.08,Abundant,Yes,Short-run,10397.0,1,0,2990.0,6151
2012-11-01,CD82,2.99,Abundant,Yes,High,3373.0,1,1,4906.0,5314
2016-05-01,CD98,66.63,Low,Yes,Short-run,69883.0,0,0,3611.0,6146
2019-03-01,CD137,8.66,Low,Yes,Very-low,90741.0,1,0,1053.0,4859
2013-05-01,CD71,59.7,Moderate,No,Low,31778.0,0,0,1687.0,8688
2015-05-01,CD89,21.21,Low,No,Short-run,68924.0,0,0,2646.0,4063
2012-02-01,CD39,89.78,Abundant,Yes,High,43411.0,1,0,3918.0,6031
2012-03-01,CD82,13.96,Low,No,High,10799.0,0,0,1040.0,5347
2015-02-01,CD81,23.74,Low,Yes,Low,11653.0,0,1,2050.0,3692
2020-10-01,CD90,82.56,Low,No,Long-run,39743.0,0,0,3083.0,2631
2012-01-01,CD17,48.11,Moderate,Yes,High,88885.0,0,1,496.0,8054
2019-08-01,CD19,16.45,Moderate,No,Long-run,73916.0,1,1,410.0,2891
2018-10-01,CD95,61.53,Abundant,No,Short-run,16038.0,0,1,2345.0,5265
2013-03-01,CD65,6.46,Low,Yes,Short-run,2100.0,1,1,251.0,3076
2012-03-01,CD105,55.78,Moderate,No,Low,17491.0,1,1,1847.0,4876
2016-04-01,CD17,52.58,Moderate,No,High,90205.0,1,0,95.0,7197
2017-12-01,CD96,45.71,Moderate,No,High,3066.0,1,1,3630.0,4002
2015-07-01,CD142,95.78,Low,Yes,Long-run,88960.0,1,1,3212.0,7214
2016-09-01,CD138,55.94,Low,No,Long-run,20903.0,1,1,2106.0,4343
2012-08-01,CD139,68.22,Abundant,No,Very-low,66361.0,0,0,4393.0,1756
2015-10-01,CD91,57.2,Abundant,No,Long-run,71056.0,1,0,3243.0,2364
2016-03-01,CD94,59.07,Moderate,Yes,Very-low,87701.0,0,0,4087.0,5839
2013-12-01,CD128,38.97,Low,No,High,3745.0,1,0,2133.0,7722
2018-12-01,CD114,62.69,Moderate,Yes,Low,42028.0,0,0,4888.0,6063
2016-08-01,CD87,21.76,Abundant,No,High,60807.0,0,0,3159.0,7034
2018-07-01,CD115,56.1,Low,No,High,42187.0,0,1,1894.0,1925
2014-10-01,CD3,61.46,Moderate,Yes,Short-run,5985.0,1,0,2313.0,8448
2014-11-01,CD130,94.08,Low,No,High,58788.0,1,0,1205.0,6308
2020-08-01,CD11,75.41,Low,No,Very-low,75152.0,0,0,5424.0,4872
2014-05-01,CD72,78.3,Low,Yes,Very-low,64219.0,0,0,2026.0,7549
2017-12-01,CD125,86.37,Abundant,Yes,Very-low,52823.0,0,0,1242.0,6404
2017-07-01,CD25,48.38,Abundant,Yes,Very-low,10554.0,0,1,5258.0,6543
2014-07-01,CD10,35.67,Low,No,Low,1839.0,1,0,3962.0,7094
2016-03-01,CD134,8.01,Moderate,No,Short-run,62675.0,0,0,4596.0,6330
2015-11-01,CD27,46.52,Abundant,Yes,Very-low,69706.0,1,1,2094.0,8119
2019-04-01,CD27,19.13,Moderate,No,Short-run,17980.0,0,1,991.0,7749
2020-08-01,CD75,78.07,Moderate,Yes,Low,9486.0,1,0,2640.0,3333
2019-03-01,CD138,63.25,Moderate,Yes,Short-run,35906.0,1,1,3128.0,4141
2016-01-01,CD62,81.66,Abundant,No,High,38029.0,1,0,4627.0,7976
2014-03-01,CD111,14.13,Low,Yes,Long-run,73064.0,1,0,1664.0,8979
2019-10-01,CD31,78.97,Abundant,No,Low,57477.0,1,0,4138.0,6791
2018-11-01,CD82,57.4,Moderate,Yes,Very-low,71776.0,0,1,1950.0,3001
2018-11-01,CD100,81.95,Abundant,No,High,42209.0,0,1,4927.0,3906
2015-03-01,CD48,37.54,Low,Yes,Short-run,35678.0,1,1,3879.0,5533
2017-06-01,CD14,94.98,Low,No,Long-run,7250.0,1,1,181.0,6378
2012-08-01,CD134,15.1,Low,Yes,Very-low,47784.0,0,0,1245.0,7646
2018-11-01,CD119,62.41,Low,Yes,High,53152.0,0,1,5412.0,3966
2016-07-01,CD3,91.94,Moderate,No,Very-low,37180.0,0,0,3191.0,8869
2020-04-01,CD38,73.39,Moderate,No,Short-run,2167.0,1,0,2230.0,3719
2013-03-01,CD133,55.19,Abundant,Yes,Long-run,4269.0,1,1,1282.0,8216
2018-08-01,CD138,79.33,Moderate,Yes,Short-run,56306.0,1,0,269.0,5062
2019-03-01,CD40,86.27,Moderate,Yes,Long-run,75859.0,1,0,2403.0,2511
2019-02-01,CD123,87.54,Moderate,No,Long-run,13938.0,0,0,2375.0,4466
2012-10-01,CD13,44.23,Low,Yes,Long-run,86652.0,1,1,2198.0,8112
2018-06-01,CD19,60.87,Abundant,Yes,Very-low,33395.0,0,1,4254.0,7348
2016-06-01,CD122,15.36,Low,No,High,92162.0,0,1,2141.0,2954
2012-11-01,CD134,36.8,Low,No,Long-run,4518.0,0,1,252.0,8762
2020-02-01,CD120,91.71,Abundant,No,Very-low,26328.0,0,0,2673.0,3063
2013-11-01,CD125,43.22,Abundant,No,Short-run,6270.0,0,0,2776.0,7503
2016-11-01,CD41,19.21,Low,Yes,Very-low,39755.0,1,1,485.0,4729
2020-03-01,CD85,89.08,Abundant,No,High,4369.0,1,1,4921.0,5731
2018-01-01,CD132,91.32,Low,No,High,7500.0,0,1,3688.0,4536
2015-06-01,CD48,69.48,Low,No,Very-low,36834.0,0,0,2621.0,3324
2013-01-01,CD56,55.24,Moderate,No,Very-low,39777.0,1,1,4554.0,7005
2020-05-01,CD32,65.04,Moderate,Yes,Low,2431.0,1,1,461.0,1691
2013-10-01,CD77,45.99,Abundant,Yes,Very-low,4097.0,0,1,2920.0,6323
2020-01-01,CD108,15.78,Low,No,Very-low,68116.0,1,1,1738.0,5936
2012-11-01,CD67,56.6,Moderate,Yes,Low,38418.0,0,0,2752.0,5701
2013-02-01,CD127,96.97,Abundant,No,Low,86260.0,1,1,960.0,6459
2018-04-01,CD96,5.68,Moderate,Yes,Short-run,42163.0,0,0,2340.0,2558
2013-02-01,CD18,40.67,Abundant,Yes,Low,77038.0,1,0,3098.0,4449
2014-02-01,CD48,69.17,Low,Yes,Very-low,83856.0,0,1,1576.0,1354
2020-05-01,CD68,14.79,Low,Yes,Long-run,17121.0,0,1,995.0,6349
